SUBSTÂNCIA,CÓDIGO GGREM,PMC Sem Imposto
MALEATO DE CLORFENAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA,540920080043207,17.0
MALEATO DE CLORFENAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA,504901803116417,181.61
MALEATO DE CLORFENIRAMINA;CAFEÍNA;DIPIRONA,503422020025707,10.55
MALEATO DE CLORFENIRAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA,540922030053307,182.7
MALEATO DE CLORFENIRAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA,540912030004903,262.43
MALEATO DE CLORFENIRAMINA;DIPIRONA;ÁCIDO ASCÓRBICO,540917020026417,225.26
MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA,504920120012007,9.42
MALEATO DE DEXBRONFENIRAMINA;SULFATO DE PSEUDOEFEDRINA,507301702119419,28.4
MALEATO DE DEXCLORFENIRAMINA,507717002119116,10.95
MALEATO DE ENALAPRIL,525501904112319,33.0
MALEATO DE ENALAPRIL;BESILATO DE ANLODIPINO,552920030120017,87.08
MALEATO DE FENIRAMINA,510413030082404,9.92
MALEATO DE FLUVOXAMINA,500214010031214,279.63
MALEATO DE INDACATEROL,526532302171215,52.74
MALEATO DE INDACATEROL;BROMETO DE GLICOPIRRÔNIO,526516050086605,110.6
MALEATO DE LEVOMEPROMAZINA,506708002111412,107.29
MALEATO DE MIDAZOLAM,506704602114411,71.06
MALEATO DE NERATINIBE,576122040000501,32124.86
MALEATO DE TEGASERODE,504118020059517,199.89
MALEATO DE TIMOLOL,552919110081017,12.48
MALEATO DE TIMOLOL;BIMATOPROSTA,526121070143004,133.32
MALEATO DE TIMOLOL;CLORIDRATO DE DORZOLAMIDA,607024030107217,98.62
MALEATO DE TIMOLOL;LATANOPROSTA,552820060069317,183.46
MALEATO DE TIMOLOL;TARTARATO DE BRIMONIDINA,501022020013207,125.07
MALEATO DE TRIMEBUTINA,508013100099604,41.77
MALEATO ÁCIDO DE TIMOLOL,525502304178317,65.44
MALEATO ÁCIDO DE TIMOLOL;BIMATOPROSTA,501006301134319,133.34
MALEATO ÁCIDO DE TIMOLOL;BRINZOLAMIDA,500905001135313,81.44
MALEATO ÁCIDO DE TIMOLOL;CLORIDRATO DE DORZOLAMIDA,507743901176111,94.41
MALEATO ÁCIDO DE TIMOLOL;LATANOPROSTA,541819050108706,145.9
MALEATO ÁCIDO DE TIMOLOL;TARTARATO DE BRIMONIDINA,501006002171311,196.93
MALEATO ÁCIDO DE TIMOLOL;TARTARATO DE BRIMONIDINA;BIMATOPROSTA,501018120013905,212.63
MARAVIROQUE,510612403113312,3839.27
MARIBAVIR,501123100041502,27915.7
MATRICARIA RECUTITA L.,504109101264429,39.24
MAVACANTENO,505123040024201,10862.68
MAYTENUS ILICIFOLIA MART.EX.REISS,521820070001807,25.17
MAYTENUS ILICIFOLIA MART.EX.REISS;JATEORHIZA PALMATA (LAM.) MIERS,521820030001107,11.66
MEBENDAZOL,503401101114417,8.05
MEBUTATO DE INGENOL,541112120001102,371.09
MECLOZINA,501616080016703,14.52
MECOBALAMINA,524820020009607,25.6
MELILOTUS OFFICINALIS (L.) PALL.,524820090011007,83.3
MELILOTUS OFFICINALIS LAM.,537820100000507,56.99
MELOXICAM,508013501159111,43.6
MENAEPTENONA,504122120083107,12.08
MENAEPTENONA;COLECALCIFEROL,501620050024707,18.58
MENOTROPINA,525218070022307,147.45
MENTHA CRISPA L.,505620050044507,50.03
MENTOL;SALICILATO DE METILA,541815050011417,18.96
MENTOL;SALICILATO DE METILA;CÂNFORA;ESSÊNCIA DE TEREBENTINA,507714201161411,21.8
MEPIVACAÍNA;CORBADRINA,507200501150411,86.37
MEPOLIZUMABE,510618010059201,7987.97
MERCAPTOPURINA,505613040037614,156.42
MEROPENÉM TRI-HIDRATADO,509521060031817,1718.18
MESALAZINA,507731902113111,141.04
MESILATO DE BROMOCRIPTINA,526512503112319,59.36
MESILATO DE CODERGOCRINA,552920020113517,34.28
MESILATO DE DABRAFENIBE,526517050088817,29327.95
MESILATO DE DESFERROXAMINA,526504501157411,367.95
MESILATO DE DI-HIDROERGOTAMINA;CAFEÍNA;DIPIRONA,500502001110418,16.55
MESILATO DE DI-HIDROERGOTAMINA;DICLORIDRATO DE METOCLOPRAMIDA;PARACETAMOL;CAFEÍNA,500501901118417,21.81
MESILATO DE DI-HIDROERGOTAMINA;DIPIRONA MONOIDRATADA;CAFEÍNA,541820080140017,15.96
MESILATO DE DIIDROERGOCRISTINA,500504601115417,141.33
MESILATO DE DOXAZOSINA,508025601110411,34.7
MESILATO DE DOXAZOSINA;FINASTERIDA,508022010148203,40.19
MESILATO DE ETEXILATO DE DABIGATRANA,504505101119316,53.36
MESILATO DE GEMIFLOXACINO,500511801116215,269.89
MESILATO DE IMATINIBE,508012040091106,7634.32
MESILATO DE LENVATINIBE,534224050033306,983.01
MESILATO DE LOMITAPIDA,574421050000202,220298.83
MESILATO DE OSIMERTINIBE,502317030030901,40727.69
MESILATO DE RASAGILINA,537517110007003,65.07
MESILATO DE SAFINAMIDA,533819020009002,87.34
MESSALAZINA,501119010029703,64.97
MESTEROLONA,533022100080917,29.34
METENAMINA;CLORETO DE METILTIONÍNIO,517701301119418,36.31
METENAMINA;CLORETO DE METILTIONÍNIO;CLORIDRATO DE ACRIFLAVINA,541817120083803,32.91
METILBROMETO DE HOMATROPINA,505523100022503,18.85
METILDIGOXINA,528502403138115,26.05
METILDOPA,507717602116118,47.47
METILDOPA SESQUIIDRATADO,530820070021907,13.91
METIMAZOL,504104606112412,31.24
METOCLOPRAMIDA,511613080041004,258.43
METOTREXATO DE SÓDIO,504403005110416,33.11
METOXISALENO,503120120001517,123.02
METRELEPTINA,574423080000502,3164.12
METRONIDAZOL BENZOIL;NISTATINA,520707902165411,43.29
MICOFENOLATO DE MOFETILA,513413030020204,878.33
MICOFENOLATO SÓDICO,526511001113213,1544.84
MICONAZOL,539624030005317,40.1
MIDOSTAURINA,526518080094101,95604.59
MIFAMURTIDA,501115020024602,20629.3
MIGLUSTATE,514520040036817,35410.75
MIKANIA GLOMERATA SPRENG.,521820010000907,12.94
MINOXIDIL,508022080166304,168.93
MIRABEGRONA,501623040042906,52.43
MIRTAZAPINA,525522100026217,31.64
MITOTANO,562620030000517,1941.17
MODAFINILA,523708201114317,274.58
MONOFOSFATO DE RIBOFLAVINA,530716100006504,103.24
MONOFOSFATO DE RIBOFLAVINA SÓDICA,533514060025403,34.99
MONONITRATO DE ISOSSORBIDA,521001401119311,14.25
MONONITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO DE DEXAMETASONA,560818020002018,22.04
"MONONITRATO DE TIAMINA;NICOTINAMIDA;CLORETO DE CROMO;CIANOCOBALAMINA 0,1%;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;ACETATO DE RETINOL;MISTURA DE IODETO DE POTÁSSIO;RIBOFLAVINA;PANTOTENATO CALCICO;CLORIDRATO DE PIRIDOXINA;FLUORETO DE SÓDIO;FUMARATO FERROSO;CARBONATO DE CÁLCIO;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÁCIDO ASCÓRBICO 90%;ÓXIDO DE COBRE",500503701116417,60.72
MONONITRATO DE TIAMINA;NICOTINAMIDA;FOSFATO DICÁLCICO;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÓXIDO DE COBRE,520730201119416,65.7
MONONITRATO DE TIAMINA;NICOTINAMIDA;PALMITATO DE RETINOL;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL,538902801111314,21.9
MONONITRATO DE TIAMINA;NICOTINAMIDA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA,503420050018607,24.88
MONONITRATO DE TIAMINA;NICOTINAMIDA;SULFATO DE ZINCO;PANTOTENATO DE CÁLCIO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;ÓXIDO DE COBRE,519703902116410,473.91
MONTELUCASTE DE SÓDIO,525502008137318,237.89
MUCOPOLISSACARIDASE;ALFAMILASE;QUIMOTRIPSINA,540915100016517,27.88
MUPIROCINA,513423050029906,38.67
MYCOBACTERIUM BOVIS,509700201152411,492.96
MYROXYLON BALSAMUM HARMS;POLYGALA SENEGA L.;NASTURTIUM OFFICINALE R.BR.;MIKANIA GLOMERATA SPRENG.,581220030000707,25.7
NAPROXENO,520715201111111,13.57
NAPROXENO SÓDICO,526120110126707,1.8
NATALIZUMABE,538300201159311,8487.53
NEPAFENACO,500904901132312,75.54
NEVIRAPINA,541913070002304,7341.63
NICERGOLINA,552820070070017,122.28
NICOTINA,514520030036617,64.52
NICOTINAMIDA;ACETATO DE DEXTROALFATOCOFEROL;ÓXIDO DE MAGNÉSIO;SULFATO DE MANGANÊS;PALMITATO DE RETINOL;RIBOFLAVINA;FOSFATO DE CÁLCIO DIBÁSICO DI-HIDRATADO;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;BORO;ÓXIDO DE ZINCO;PANTOTENATO DE CALCIO;BIOTINA;COLECALCIFEROL;MOLIBDATO DE SÓDIO DIIDRATADO;ÓXIDO DE COBRE,506320020032207,63.22
NICOTINAMIDA;BITARTARATO DE COLINA;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;SULFATO FERROSO;ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;TIAMINA;INOSITOL;FOSFATO DE CÁLCIO DIBÁSICO;ADENOSINA;LEVOMETIONINA;ÁCIDO FÓLICO;PANTOTENATO DE CALCIO;BIOTINA,538820030073007,228.35
"NICOTINAMIDA;CIANOCOBALAMINA 0,1%;BETACAROTENO;PANAX GINSENG C. A. MEY.;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;INOSITOL;FUMARATO FERROSO;SELENATO DE SÓDIO;ADENOSINA;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;BIOTINA;ÁCIDO ASCÓRBICO 90%",500511501112311,61.31
"NICOTINAMIDA;CLORETO DE CROMO;CIANOCOBALAMINA 0,1%;ÓXIDO DE MAGNÉSIO;ACETATO DE RETINOL;MISTURA DE IODETO DE POTÁSSIO;ESTEARATO DE MAGNÉSIO;RIBOFLAVINA;PANTOTENATO CALCICO;CLORIDRATO DE PIRIDOXINA;SULFATO DE MANGANÊS MONOIDRATADO;FUMARATO FERROSO;CARBONATO DE CÁLCIO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;BIOTINA;COLECALCIFEROL;ÁCIDO ASCÓRBICO 90%;ÓXIDO DE COBRE",500503601111413,69.31
NICOTINAMIDA;CLORIDRATO DE LEVOCARNITINA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;CLORIDRATO DE LEVOLISINA,552919120092007,16.56
NICOTINAMIDA;CLORIDRATO DE LEVOCARNITINA;NITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA;CLORIDRATO DE LEVOLISINA,552919120097707,14.52
NICOTINAMIDA;CLORIDRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;ERGOCALCIFEROL;PALMITATO DE RETINOL;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;BIOTINA;FOSFATO SÓDICO DE RIBOFLAVINA,538919120029107,19.43
NICOTINAMIDA;CLORIDRATO DE TIAMINA;DEXPANTENOL;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA,505520010020807,17.47
NICOTINAMIDA;CLORIDRATO DE TIAMINA;FOSFATO DE RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA,540420110015007,27.08
NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CALCIO;FOSFATO SÓDICO DE RIBOFLAVINA,503420050018507,12.2
NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA;FOSFATO SÓDICO DE RIBOFLAVINA,541820060131507,29.5
NICOTINAMIDA;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;CLORIDRATO DE PIRIDOXINA;FOSFATO SÓDICO DE RIBOFLAVINA,503420050018407,15.42
NICOTINAMIDA;CLORIDRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,505519120020407,19.28
NICOTINAMIDA;CLORIDRATO DE TIAMINA;SULFATO DE MANGANÊS;ACETATO DE RETINOL;SULFATO FERROSO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;COLECALCIFEROL CRISTALIZADO;PANTOTENATO DE CALCIO;SULFATO DE MAGNÉSIO;CIANOCOBALAMINA,503420100021407,35.25
NICOTINAMIDA;FERRO QUELATO;CLORIDRATO DE PIRIDOXINA,500420060006807,34.51
NICOTINAMIDA;GLICINATO FÉRRICO;NITRATO DE TIAMINA;RIBOFLAVINA;DEXPANTENOL;CIANOCOBALAMINA,500512302131411,21.79
NICOTINAMIDA;GLICINATO FÉRRICO;RIBOFLAVINA;DEXPANTENOL;CIANOCOBALAMINA;TIAMINA,500512301133410,15.96
NICOTINAMIDA;NITRATO DE TIAMINA;FERROCARBONILA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;CIANOCOBALAMINA,500512102114416,11.79
NICOTINAMIDA;NITRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO,541820060131407,37.2
NICOTINAMIDA;NITRATO DE TIAMINA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;PANTOTENATO DE CALCIO;CIANOCOBALAMINA,541820060131307,29.59
NICOTINAMIDA;SULFATO DE MANGANÊS;FOSFATO DE CÁLCIO DIBÁSICO ANIDRO;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;LECITINA DE SOJA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;RUTOSÍDEO;FUMARATO FERROSO;SULFATO CÚPRICO PENTAIDRATADO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;GLICONATO DE POTÁSSIO;GLICONATO DE MAGNÉSIO;ÁCIDO FÓLICO;ÓXIDO DE ZINCO;COLECALCIFEROL,524819120007907,77.48
NICOTINAMIDA;SULFATO DE MANGANÊS;FOSFATO DE CÁLCIO DIBÁSICO ANIDRO;PALMITATO DE RETINOL;PANAX GINSENG C. A. MEY.;LECITINA DE SOJA;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;OXIDO DE ZINCO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;RUTOSÍDEO;FUMARATO FERROSO;SULFATO CÚPRICO PENTAIDRATADO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;GLICONATO DE POTÁSSIO;GLICONATO DE MAGNÉSIO;ÁCIDO FÓLICO;PANTOTENATO DE CALCIO;COLECALCIFEROL,524820090010907,127.49
NICOTINAMIDA;SULFATO DE ZINCO;SULFATO CÚPRICO;CLORIDRATO DE TIAMINA;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA,505520030021107,76.42
NIFEDIPINA,507300801113410,24.84
NIFEDIPINO,525103802115417,23.31
NILOTINIBE,526514070079204,23201.65
NIMESULIDA,508013603113110,29.22
NIMESULIDA BETACICLODEXTRINA,540915090015617,39.81
NIMODIPINO,533520070032407,55.28
NIRMATRELVIR;RITONAVIR,522724040093901,4503.31
NIRSEVIMABE,576724020103402,2623.39
NISTATINA,507718702130110,32.57
NISTATINA;METRONIDAZOL,520716030100406,40.93
NISTATINA;OXIDO DE ZINCO,541820120155207,23.81
NISTATINA;ÓXIDO DE ZINCO,507729701165110,23.81
NITAZOXANIDA,508018050121306,22.38
NITISINONA,604922100000204,3221.53
NITRATO DE BUTOCONAZOL,541820020117907,83.86
NITRATO DE FENTICONAZOL,508013040096204,35.52
NITRATO DE ISOCONAZOL,507729802166112,47.14
NITRATO DE MICONAZOL,507725702167114,29.22
NITRATO DE MICONAZOL;METRONIDAZOL,565619030000417,88.06
NITRATO DE MICONAZOL;TINIDAZOL,508020080133007,24.06
NITRATO DE NAFAZOLINA,510617100057417,8.54
NITRATO DE OXICONAZOL,525123050035017,41.76
NITRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,508021110145303,21.23
NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA,528720070003517,26.11
NITRATO DE TIAMINA;ÁCIDO AMINOBENZÓICO;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA,504111201114315,83.8
NITRATO DE TIAMINA;ÁCIDO GAMAMINOBUTÍRICO;CLORIDRATO DE PIRIDOXINA;ÁCIDO GLUTÂMICO;CIANOCOBALAMINA,517718030005303,298.16
NITRENDIPINO,523700702114411,68.38
NITROFURAL,505502401160411,12.97
NITROFURANTOÍNA,520715602116414,13.63
NITROFURAZONA,505520110021507,35.99
NORELGESTROMINA;ETINILESTRADIOL,607922090000217,118.42
NORETISTERONA,504104201112417,12.43
NORFLOXACINO,511515701111117,31.75
ODEVIXIBATE SESQUI-HIDRATADO,539223100001701,28154.59
OFATUMUMABE,526521080099402,11983.36
OFLOXACINO,501004201175319,44.18
OLANZAPINA,508012040091306,225.56
OLAPARIBE,502317050031101,32716.69
OLEATO DE MONOETANOLAMINA,509001701156312,52.35
OLIGOSSACARÍDEO MENINGOCÓCICO Y;OLIGOSSACARÍDEO MENINGOCÓCICO W135;OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C;OLIGOSSACARÍDEO MENINGOCÓCICO A,510620090055907,1533.62
OLIGOSSACARÍDEO MENINGOCÓCICO Y;OLIGOSSACARÍDEO MENINGOCÓCICO W135;OLIGOSSACARÍDEO MENINGOCÓCICO DO GRUPO C;OLIGOSSACARÍDEO MENINGOCÓCICO A;PROTEÍNA DIFTÉRICA CRM 197,541923090010907,2552.53
OLMESARTANA MEDOXOMILA,508020110136207,42.8
OLOPATADINA,540918060036104,64.73
OMEPRAZOL,513423120035106,43.19
OMEPRAZOL MAGNÉSICO,607822100000117,122.21
ONDANSETRONA,532423050032304,31.82
OPERCULINA ALATA (HAM.) URB.,532320060009507,8.02
ORLIPASTAT,541815100014006,251.12
ORLISTATE,526121030139603,93.06
ORYZA SATIVA L.,524820070010707,30.34
OXALATO DE ESCITALOPRAM,523709102111415,46.44
OXCARBAZEPINA,526515404115314,33.4
OXETACAÍNA;HIDRÓXIDO DE ALUMÍNIO;HIDRÓXIDO DE MAGNÉSIO,516300401130414,32.34
PALBOCICLIBE,522720050087317,18263.71
PALIPERIDONA,514517090033603,119.55
PALIVIZUMABE,502321080034717,4318.28
PALMITATO DE PALIPERIDONA,514508403156418,1383.35
PALMITATO DE RETINOL;OXIDO DE ZINCO;COLECALCIFEROL,538820070081417,21.87
PALMITATO DE RETINOL;ÓXIDO DE ZINCO;COLECALCIFEROL,510000101167418,725.76
PAMOATO DE PASIREOTIDA,576921020000617,17038.3
PAMOATO DE PIRVÍNIO,532903501112418,22.2
PANAX GINSENG C. A. MEY.,557822090002007,38.96
PANAX GINSENG;IODETO DE POTÁSSIO;NICOTINAMIDA;SULFATO DE MANGANÊS;ACETATO DE RETINOL;PANTOTENATO DE CÁLCIO;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ÁCIDO ASCÓRBICO;CIANOCOBALAMINA;SULFATO DE POTÁSSIO;RUTOSÍDEO;FUMARATO FERROSO;NITRATO DE TIAMINA;ACETATO DE RACEALFATOCOFEROL;FLUORETO;BIOTINA;COLECALCIFEROL,506320030033007,69.37
PANCREATINA,500214010030914,72.26
PANITUMUMABE,544115070000417,2074.88
PANTOPRAZOL,520716060103306,134.33
PANTOPRAZOL MAGNÉSICO DI-HIDRATADO,501619120022007,84.38
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;NIMESULIDA,541818110094005,33.96
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;PANTOPRAZOL MAGNÉSICO DI-HIDRATADO,552917060071106,548.58
PAPAVER SOMNIFERUM L.,516120020003307,20.6
PARACETAMOL,504922010013907,26.24
PARACETAMOL;CAFEÍNA,541820060131207,19.59
PARACETAMOL;CAFEÍNA ANIDRA,510610204131314,8.49
PARACETAMOL;CAFEÍNA ANIDRA;CITRATO DE ORFENADRINA,552920010102107,7.11
PARACETAMOL;CAFEÍNA ANIDRA;PROPIFENAZONA,538912060016513,22.7
PARACETAMOL;CAFEÍNA ANIDRA;ÁCIDO ACETILSALICÍLICO,540918080036303,15.53
PARACETAMOL;CAFEÍNA;ÁCIDO ACETILSALICÍLICO,540921050047307,14.48
PARACETAMOL;CLORIDRATO DE FENILEFRINA,506418100036003,15.11
PARACETAMOL;CLORIDRATO DE PSEUDOEFEDRINA,507737901119113,11.39
PARACETAMOL;FOSFATO DE CODEÍNA,508016100113503,24.33
PARACETAMOL;FOSFATO DE CODEÍNA HEMI-HIDRATADO,508028401112111,19.85
PARACETAMOL;MALEATO DE CARBINOXAMINA,504613040016214,23.59
PARACETAMOL;MALEATO DE CARBINOXAMINA;CLORIDRATO DE FENILEFRINA,533008001136414,13.49
PARACETAMOL;ÁCIDO ASCÓRBICO;CLORIDRATO DE FENILEFRINA;MALEATO DE DIMETINDENO;RUTOSÍDEO,510618030059417,4.25
PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11,527322040019017,754.55
PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 58;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 16;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 18;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 6;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 31;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 52;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 33;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 11;PARTÍCULA SEMELHANTE A VÍRUS DE PROTEÍNA L1 DO HPV DO TIPO 45,527322040019117,8083.66
PASSIFLORA INCARNATA,524820010008507,20.21
PASSIFLORA INCARNATA L.,524823070012407,73.92
PEGCETACOPLANA,614423110000102,20006.42
PEGVALIASE,542424050001101,2595.73
PEGVISOMANTO,522720050085917,12289.63
PELARGONIUM SIDOIDES DC.,509020010022507,64.86
PENCICLOVIR,531625601167415,44.81
PENICILAMINA,525123050035417,5056.28
PENTOXIFILINA,507720101114112,51.22
PERAMPANEL,533220060003317,744.15
PERICIAZINA,576720030060317,11.65
PERINDOPRIL,531300302111316,104.76
PERINDOPRIL ERBUMINA,529915604116111,104.17
PERINDOPRIL;INDAPAMIDA,531301901114310,109.88
PERMETRINA,518200401178411,10.22
PEROXIDO DE BENZOILA;CLINDAMICINA,510620020054217,78.4
PERSEA AMERICANA MILL.;GLYCINE MAX (L.) MERR.,500220100046407,238.75
PERÓXIDO DE BENZOÍLA,534300102166415,36.38
PERÓXIDO DE BENZOÍLA;CLINDAMICINA,510620020054317,54.75
PERÓXIDO DE BENZOÍLA;ENXOFRE,504118070064017,38.55
PERÓXIDO DE URÉIA,514000101135410,17.66
"PETASITES HYBRIDUS (L.) GAERTN., B. MEY. ET SCHERB",511423020010507,93.08
PEUMUS BOLDUS,521820030001407,8.59
PIBRENTASVIR;GLECAPREVIR HIDRATADO,543718050003302,61803.28
PICOSSULFATO DE SÓDIO,533022120082917,13.11
PICOSSULFATO DE SÓDIO MONOIDRATADO,615324020004817,25.88
PIDOLATO DE PIRIDOXINA,521002801110318,55.32
PIMECROLIMO,541518090008017,205.18
PINUS PINASTER AITON,509019120022107,62.37
PIPER METHYSTICUM,511419120005907,48.45
PIPERACILINA SÓDICA,501312090018206,1000.28
PIRACETAM,552919060078917,43.12
PIRACETAM;CINARIZINA,540915110016917,26.76
PIRFENIDONA,529216090026702,15643.15
PIRIMETAMINA,509013120012403,3.3
PIROXICAM,507720201119116,18.83
PIROXICAM BETACICLODEXTRINA,508501004111410,39.83
PIRTOBRUTINIBE,507624020022701,21587.63
PITAVASTATINA CÁLCICA,523719120040307,40.54
PLANTAGO OVATA FORSSK.,524820110011607,29.99
PLANTAGO OVATA FORSSK.;SENNA ALEXANDRINA MILL.,541519120017117,98.76
PLANTAGO OVATA PHIL.,541819120113807,38.66
POLIACRILAMIDOMETIL BENZILIDENO CÂNFORA;MENTOL CRISTAL;SALICILATO DE METILA,504616020034817,20.75
POLICARBOFILA  CÁLCICA,505621060045817,43.21
POLICRESULENO,501100403174414,28.06
POLICRESULENO A 36%,501100402119411,18.05
POLICRESULENO;CLORIDRATO DE CINCHOCAÍNA,501117100028803,26.37
POLIESTIRENOSSULFONATO DE CÁLCIO,508028301134415,1609.52
POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 1,541919070007707,2655.39
POLIPEPTÍDEO DIALIZÁVEL DE EXTRATO DE LEUCÓCITO,516501301133412,72.08
POLISSACARIDEO DE HAEMOPHILUS INFLUENZAE TIPO B;TOXÓIDE PERTUSSIS;POLIOVÍRUS TIPO 3;POLIOVÍRUS TIPO 2;TOXÓIDE DIFTÉRICO;TOXÓIDE TETÂNICO;HEMAGLUTININA FILAMENTOSA;POLIOVÍRUS TIPO 1 (MAHONEY),576720090087107,175.22
POLISSACARÍDEO,576720070079017,65.4
